"","count","artist","album","song","genre","year","popularity","acousticness","danceability","energy","instrumentalness","liveness","speechiness","tempo","valence","key","mode","duration"
"8588",8588,"Lil Wayne","Tha Carter III","Lollipop - Album Version (Edited)","rap",2008,40,0.0455,0.843,0.427,0.00314,0.133,0.167,148.062,0.562,0,1,247467
"8589",8589,"Lil Wayne","Tha Carter IV (Deluxe)","6 Foot 7 Foot - Edited Version","rap",2011,27,0.000821,0.454,0.746,0,0.311,0.274,83.509,0.591,2,1,248587
"8590",8590,"DJ Khaled","We The Best Forever","Welcome To My Hood - Edited Version","rap",2011,23,0.00538,0.606,0.704,0,0.108,0.184,139.818,0.542,7,1,250373
"8591",8591,"Jeezy","The Recession","What They Want - Album Version (Edited)","rap",2008,8,0.0183,0.692,0.721,0,0.212,0.0497,148.276,0.14,1,1,233293
"8592",8592,"Jeezy","The Recession","Hustlaz Ambition - Album Version (Edited)","rap",2008,12,0.000424,0.683,0.767,0.00356,0.313,0.21,142.775,0.485,11,0,219907
"8593",8593,"Jeezy","The Recession","Who Dat - Album Version (Edited)","rap",2008,17,0.0574,0.375,0.865,0,0.71,0.246,114.345,0.544,9,1,229240
"8594",8594,"Jeezy","The Recession","Put On - Album Version (Edited)","rap",2008,39,0.00271,0.653,0.77,0,0.085,0.0354,137.604,0.277,9,0,321360
"8595",8595,"Jeezy","Let's Get It: Thug Motivation 101 (Edited Version)","Gangsta Music - Album Version (Edited)","rap",2005,0,0.00472,0.62,0.674,0,0.288,0.203,145.014,0.315,7,1,240573
"8596",8596,"Jeezy","Let's Get It: Thug Motivation 101 (Edited Version)","Bottom Of The Map - Album Version (Edited)","rap",2005,0,0.0116,0.762,0.679,0,0.047,0.274,154.043,0.712,7,1,261973
"8597",8597,"Jeezy","Let's Get It: Thug Motivation 101 (Edited Version)","Get Ya Mind Right - Album Version (Edited)","rap",2005,0,0.0137,0.365,0.781,0,0.392,0.391,76.794,0.639,5,1,221227
"8598",8598,"Jeezy","Let's Get It: Thug Motivation 101 (Edited Version)","That's How Ya Feel - Album Version (Edited)","rap",2005,0,0.000135,0.756,0.59,0,0.236,0.0872,150.025,0.149,1,0,243187
"8599",8599,"2 Chainz","Based On A T.R.U. Story (Deluxe)","Dope Peddler","rap",2012,7,0.0421,0.868,0.525,0,0.0811,0.0766,118.274,0.174,2,1,208253
"8600",8600,"2 Chainz","Based On A T.R.U. Story (Deluxe)","No Lie","rap",2012,33,0.0216,0.668,0.688,0,0.371,0.16,131.09,0.619,6,0,237880
"8601",8601,"2 Chainz","Based On A T.R.U. Story (Deluxe)","Birthday Song","rap",2012,26,0.0672,0.762,0.592,0,0.245,0.0527,140.092,0.139,1,1,306613
"8602",8602,"2 Chainz","Based On A T.R.U. Story (Deluxe)","I'm Different","rap",2012,32,0.0346,0.941,0.667,0,0.0738,0.0634,97.517,0.718,10,1,207000
"8603",8603,"2 Chainz","Based On A T.R.U. Story (Deluxe)","I Luv Dem Strippers","rap",2012,15,0.0298,0.849,0.655,0,0.17,0.191,137.97,0.467,8,1,239627
"8604",8604,"2 Chainz","Based On A T.R.U. Story (Deluxe)","Money Machine","rap",2012,7,0.0344,0.808,0.862,0,0.25,0.133,130.988,0.923,0,1,278560
"8605",8605,"2 Chainz","Based On A T.R.U. Story (Deluxe)","Wut We Doin?","rap",2012,7,0.0973,0.89,0.583,0,0.0833,0.0872,132.087,0.387,3,1,265693
"8606",8606,"2 Chainz","Pretty Girls Like Trap Music","Good Drank","rap",2017,61,0.274,0.836,0.776,0,0.113,0.239,130.033,0.37,4,0,222707
"8607",8607,"Ying Yang Twins","Me & My Brother - Clean","What's Happenin!","rap",2003,20,0.0933,0.839,0.685,0,0.293,0.0661,108,0.775,6,1,260320
"8608",8608,"Lil Jon & The East Side Boyz","Kings Of Crunk - Clean","Get Low","rap",2002,49,0.022,0.78,0.604,0,0.194,0.0396,101.043,0.12,1,1,324600
"8609",8609,"Too $hort","Blow The Whistle","Blow the Whistle","rap",2006,35,0.00399,0.92,0.635,0,0.149,0.309,99.972,0.545,8,1,163133
"8611",8611,"Big Tymers","Hood Rich","Still Fly - Album Version (Edited)","rap",2002,27,0.0311,0.677,0.607,9.73e-06,0.328,0.177,177.993,0.558,11,1,335587
"8612",8612,"Youngbloodz","The Best Of YoungBloodz: Still Grippin' Tha Grain","Presidential","rap",2006,9,0.0211,0.676,0.535,0,0.208,0.339,170.102,0.375,2,1,238493
"8613",8613,"Youngbloodz","The Best Of YoungBloodz: Still Grippin' Tha Grain","Damn! (feat. Lil' Jon) - Radio Edit","rap",2006,15,0.0201,0.756,0.707,0,0.358,0.342,83.969,0.505,6,0,297973
"8614",8614,"Nelly","Country Grammar","E.I.","rap",2000,35,0.0941,0.829,0.478,0,0.0856,0.191,89.866,0.389,2,0,284493
"8615",8615,"Ying Yang Twins","Me & My Brother - Clean","Salt Shaker","rap",2003,32,0.0378,0.882,0.703,0,0.0912,0.129,102.004,0.273,11,1,251693
"8616",8616,"Three 6 Mafia","Most Known Unknown (New Package-Clean)","Stay Fly (feat. Young Buck, Eightball & MJG)","rap",2006,24,0.061,0.787,0.858,0,0.341,0.032,133.27,0.657,11,1,236640
"8617",8617,"Birdman","Like Father Like Son","Stuntin' Like My Daddy - Radio Edit","rap",2006,34,0.00851,0.708,0.865,0,0.159,0.0404,160.002,0.841,5,0,267293
"8618",8618,"Lil Wayne","Tha Carter","This Is The Carter - Album Version (Edited)","rap",2004,15,0.165,0.862,0.85,0,0.12,0.258,95.052,0.745,5,0,276027
"8619",8619,"Three 6 Mafia","Most Known Unknown (Clean)","Stay Fly (feat. Slim Thug, Trick Daddy & Project Pat) - Remix","rap",2005,15,0.0291,0.793,0.9,0,0.179,0.0336,135.523,0.618,1,0,231373
"8620",8620,"Three 6 Mafia","Most Known Unknown (New Package-Clean)","Half On a Sack","rap",2006,11,0.17,0.912,0.629,0,0.11,0.0384,127.004,0.323,2,1,200667
"8621",8621,"Alkaline","Toll Road Riddim","Block & Delete","rap",2016,0,0.0337,0.56,0.765,0,0.387,0.114,96.819,0.581,1,0,165094
"8622",8622,"Vybz Kartel","Reggae Love Songs Deluxe Edition","Miami Vice Episode","rap",2015,7,0.439,0.562,0.851,0,0.181,0.108,111.503,0.702,7,1,193746
"8623",8623,"Aidonia","Yea Yea","Yea Yea","rap",2017,4,0.192,0.896,0.806,0,0.235,0.0703,107.95,0.746,6,0,222222
"8624",8624,"Popcaan","Family","Family","rap",2017,24,0.14,0.602,0.585,0,0.314,0.254,92.349,0.622,11,0,201870
"8625",8625,"Mavado","Jambe-An Riddim","Goodbye to My Haters","rap",2015,0,0.0152,0.596,0.818,0,0.293,0.142,101.011,0.686,0,1,214604
"8626",8626,"movado","Dance hall time","I'm so special","rap",2013,28,0.0647,0.63,0.71,0.00131,0.277,0.362,93.954,0.706,6,1,58885
"8627",8627,"Charly Black","Gyal You A Party Animal","Gyal You A Party Animal","rap",2016,0,0.0272,0.599,0.838,0,0.33,0.0996,128.854,0.847,0,1,214867
"8628",8628,"Konshens","Bruk Off Yuh Back - Single","Bruk Off Yuh Back","rap",2016,0,0.191,0.834,0.882,0,0.0626,0.173,100.935,0.963,7,1,173531
"8629",8629,"Gyptian","Hold You","Hold You","rap",2010,20,0.337,0.64,0.643,0,0.0943,0.0518,133.287,0.503,8,1,233093
"8631",8631,"Beenie Man","From Kingston To King Of The Dancehall: A Collection Of Dancehall Favorites","Dude","rap",2005,49,0.111,0.71,0.653,0,0.11,0.236,94.007,0.943,5,1,254867
"8632",8632,"Timaya","Happiest Man Alive","Shake Yuh Bum","rap",2014,39,0.231,0.947,0.684,0,0.246,0.382,125.995,0.918,0,1,210211
"8633",8633,"Machel Montano","One Wine - Single","One Wine","rap",2015,0,0.116,0.502,0.944,0,0.293,0.148,195.804,0.899,6,0,229179
"8634",8634,"Destra Garcia","Queen","Dip & Ride","rap",2016,35,0.00383,0.945,0.672,3.33e-05,0.109,0.0719,105.01,0.164,4,0,174857
"8636",8636,"Mr. Vegas","Sweet Jamaica","Bruk It Down","rap",2012,49,0.219,0.919,0.781,0,0.221,0.217,118.982,0.559,2,1,172019
"8637",8637,"Drake","Views","One Dance","rap",2016,1,0.00784,0.791,0.619,0.00423,0.351,0.0532,103.989,0.371,1,1,173987
"8638",8638,"Tarrus Riley","Parables","She's Royal","rap",2006,56,0.00834,0.754,0.459,0,0.0742,0.11,78.079,0.829,8,1,251027
"8639",8639,"Popcaan","Ova Dweet - Single","Ova Dweet","rap",2016,53,0.104,0.638,0.699,0,0.0995,0.3,102.758,0.597,1,1,221194
"8640",8640,"Problem Child","Monkey Steel Riddim","Love De Road","rap",2018,0,0.0145,0.776,0.962,0.005,0.0421,0.0436,129.987,0.867,7,1,186880
"8641",8641,"Kes","Get Soca 2018","Hello","rap",2018,36,0.0288,0.758,0.901,1.82e-05,0.3,0.0442,105.163,0.565,6,1,199139
"8642",8642,"2Pac","Greatest Hits","California Love - Original Version","rap",1998,75,0.0304,0.763,0.85,1.21e-06,0.371,0.0417,91.519,0.761,7,1,284907
"8643",8643,"Ice Cube","Lethal Injection","You Know How We Do It","rap",1993,78,0.0977,0.747,0.52,0.0537,0.142,0.0357,92.869,0.601,10,0,232773
"8645",8645,"Dr. Dre","The Chronic","Nuthin' But A ""G"" Thang","rap",1992,75,0.00575,0.801,0.699,0,0.146,0.279,94.605,0.655,11,0,238467
"8646",8646,"Anderson .Paak","Ventura","Make It Better (feat. Smokey Robinson)","rap",2019,67,0.0112,0.676,0.56,0.00403,0.137,0.0643,178.555,0.551,4,0,219332
"8650",8650,"Cypress Hill","Iii (Temples Of Boom)","Killafornia","rap",1995,33,0.159,0.786,0.663,7.89e-05,0.103,0.194,92.112,0.338,6,1,176733
"8651",8651,"Nipsey Hussle","Victory Lap","Dedication (feat. Kendrick Lamar)","rap",2018,62,0.431,0.512,0.734,0,0.226,0.438,93.995,0.168,8,0,245813
"8652",8652,"Kurupt","Tha Streetz Iz A Mutha (Digitally Remastered)","Represent Dat G.C.","rap",2012,36,0.00842,0.957,0.524,0,0.122,0.241,105.107,0.516,1,1,306467
"8653",8653,"Westside Connection","Terrorist Threats","Gangsta Nation","rap",2003,67,0.127,0.843,0.7,0,0.876,0.26,95.05,0.675,9,0,293053
"8654",8654,"Dr. Dre","2001","Forgot About Dre","rap",1999,77,0.0827,0.924,0.74,0,0.163,0.0774,133.974,0.621,8,1,222293
"8655",8655,"Warren G","Regulate… G Funk Era","Regulate","rap",1994,75,0.304,0.849,0.521,1.65e-06,0.115,0.216,95.265,0.763,11,0,248867
"8656",8656,"Blu","Below the Heavens","Simply Amazin' (steel blazin')","rap",2007,32,0.36,0.7,0.792,0,0.352,0.19,90.003,0.67,7,1,278693
"8657",8657,"Cypress Hill","Black Sunday","Cock the Hammer","rap",1993,49,0.229,0.874,0.391,0.767,0.338,0.112,98.88,0.5,10,0,262333
"8659",8659,"Kendrick Lamar","DAMN.","HUMBLE.","rap",2017,82,0.000282,0.908,0.621,5.39e-05,0.0958,0.102,150.011,0.421,1,0,177000
"8660",8660,"Dom Kennedy","Locals Only","Locals Only","rap",2011,22,0.179,0.608,0.881,0,0.112,0.288,169.254,0.607,5,0,218698
"8661",8661,"Ty Dolla $ign","Beach House 3 (Deluxe Edition)","Ex (feat. YG)","rap",2018,38,0.0116,0.77,0.426,0,0.273,0.0473,102.056,0.523,5,0,163133
"8663",8663,"Makaveli","The Don Killuminati: The 7 Day Theory","To Live And Die In L.A.","rap",1996,0,0.24,0.578,0.819,0,0.774,0.312,173.84,0.755,9,0,273427
"8664",8664,"Ice Cube","The Predator","It Was A Good Day","rap",1992,79,0.33,0.798,0.744,0.000106,0.292,0.136,82.356,0.794,7,0,260000
"8665",8665,"Warren G","Regulate...G Funk Era (20th Anniversary)","This Is The Shack","rap",1994,19,0.057,0.584,0.791,0,0.323,0.245,180.183,0.692,7,1,245360
"8666",8666,"Anderson .Paak","Malibu","Am I Wrong (feat. ScHoolboy Q)","rap",2016,57,0.0588,0.729,0.799,0.00218,0.0948,0.0779,115.04,0.532,11,0,253520
"8668",8668,"Jay Rock","Follow Me Home","Westside (feat. Chris Brown)","rap",2011,27,0.0058,0.396,0.777,0,0.111,0.135,78.665,0.338,2,0,218627
"8669",8669,"People Under The Stairs","O.S.T.","The L.A. Song","rap",2003,47,0.0867,0.84,0.911,0,0.117,0.221,91.012,0.734,7,1,266973
"8670",8670,"Ice Cube","Lethal Injection","Bop Gun (One Nation) - Remastered","rap",1993,40,0.257,0.845,0.663,0.00079,0.243,0.0508,103.053,0.752,6,1,665160
"8671",8671,"Nate Dogg","Music and Me","I Got Love","rap",2001,62,0.437,0.912,0.416,0.306,0.09,0.164,90.013,0.677,10,0,236227
"8672",8672,"The Pharcyde","Bizarre Ride II The Pharcyde","Passin' Me By","rap",1992,69,0.0903,0.759,0.756,2.36e-06,0.265,0.266,87.059,0.613,4,0,303493
"8673",8673,"Freestyle Fellowship","To Whom It May Concern","120 Seconds","rap",1999,14,0.354,0.897,0.65,0,0.159,0.305,109.601,0.717,7,1,123899
"8674",8674,"J Rocc","Beats on Tap(e)","Paradise","rap",2014,0,0.00865,0.654,0.57,0.00837,0.265,0.109,94.551,0.805,10,0,86686
"8675",8675,"Jurassic 5","Feedback","Work It Out","rap",2006,0,0.664,0.83,0.722,0,0.0894,0.152,95.524,0.882,10,1,231907
"8678",8678,"YG","Blame It On The Streets","Bicken Back Being Bool - Remix","rap",2014,36,0.206,0.809,0.787,0,0.286,0.282,95.024,0.692,7,1,202160
"8679",8679,"ScHoolboy Q","Oxymoron (Deluxe)","Los Awesome","rap",2014,45,0.159,0.613,0.826,0,0.0724,0.276,81.971,0.855,1,1,252840
"8680",8680,"DJ Quik","Trauma","Pacific Coast Remix","rap",2009,18,0.13,0.812,0.629,0,0.0347,0.236,100.055,0.491,7,1,260320
"8681",8681,"2Pac","All Eyez On Me","How Do You Want It","rap",1996,3,0.0346,0.763,0.84,0,0.0601,0.0929,92.477,0.748,8,1,287547
"8682",8682,"WC","Ghetto Heisman","The Streets - Re-Twist","rap",2002,60,0.159,0.92,0.811,0.0026,0.0935,0.117,97.117,0.602,4,0,227867
"8683",8683,"N.W.A.","Straight Outta Compton","Gangsta Gangsta","rap",1988,63,0.0279,0.894,0.698,3.56e-06,0.329,0.275,98.104,0.695,6,0,336917
"8684",8684,"Daz Dillinger","So So Gangsta","Money On My Mind","rap",2006,50,0.0109,0.837,0.604,8.21e-06,0.123,0.0865,83.714,0.505,4,0,256960
"8686",8686,"2Pac","R U Still Down? [Remember Me]","Do For Love","rap",1997,73,0.0578,0.874,0.63,0.00479,0.0582,0.298,95,0.717,1,1,281600
"8687",8687,"Scarub","A New Perspective","MC2 (feat. Eligh)","rap",2013,2,0.717,0.758,0.774,0,0.123,0.389,80.112,0.825,0,1,169867
"8688",8688,"ScHoolboy Q","Oxymoron (Deluxe)","Collard Greens","rap",2014,83,0.025,0.825,0.575,9.94e-06,0.205,0.0633,153.954,0.65,11,1,299960
"8689",8689,"Drakeo the Ruler","Cold Devil","Roll Bounce","rap",2017,54,0.0596,0.906,0.253,0.000108,0.0803,0.206,94.529,0.138,1,1,206379
"8690",8690,"Dr. Dre","2001","Still D.R.E.","rap",1999,81,0.16,0.816,0.775,0.00031,0.0543,0.234,93.431,0.527,11,1,270587
"8691",8691,"Xzibit","Restless","Get Your Walk On","rap",2000,54,0.0562,0.909,0.74,0,0.0593,0.26,97.855,0.802,1,1,219840
"8693",8693,"Dom Kennedy","Los Angeles Is Not for Sale, Vol. 1","California","rap",2016,44,0.00424,0.867,0.697,0.00422,0.0582,0.0809,85.986,0.558,2,1,211881
"8694",8694,"Dilated Peoples","Expansion Team","Worst Comes To Worst - Edited","rap",2001,60,0.293,0.801,0.74,0,0.369,0.355,92.042,0.828,8,0,215973
"8695",8695,"Living Legends","Legendary Music, Vol. 1","Artsy (feat. The Grouch)","rap",2006,23,0.285,0.914,0.704,0,0.0579,0.297,109.994,0.785,8,0,254067
"8696",8696,"Buddy","Harlan & Alondra","Hey Up There (feat. Ty Dolla $ign)","rap",2018,38,0.183,0.761,0.657,1.39e-05,0.14,0.124,144.989,0.59,11,1,201267
"8697",8697,"Myka 9","It's All Love","It's All Love","rap",2001,0,0.282,0.64,0.667,0,0.317,0.099,93.183,0.627,1,1,222413
"8698",8698,"2Pac","All Eyez On Me","California Love (remix)","rap",1996,0,0.00654,0.635,0.843,0,0.495,0.0767,91.634,0.657,5,1,385880
"8699",8699,"Blu","A Long Red Hot Los Angeles Summer Night","The Lost Angels Anthem","rap",2019,23,0.749,0.595,0.831,0,0.205,0.136,96.007,0.276,3,1,243433
"8700",8700,"DJ Quik","Trauma","California","rap",2009,11,0.0967,0.917,0.745,0,0.0839,0.266,98.927,0.759,2,0,195800
"8701",8701,"Warren G","Regulate… G Funk Era","This D.J.","rap",1994,67,0.0312,0.804,0.443,0.0225,0.112,0.134,92.035,0.58,6,0,203027
"8702",8702,"Living Legends","Creative Differences","Time to Ride","rap",2004,5,0.0356,0.835,0.899,0,0.288,0.199,105.966,0.613,7,1,236000
"8703",8703,"Kurupt","Tha Streetz Iz A Mutha (Digitally Remastered)","Who Ride Wit Us","rap",2012,49,0.141,0.829,0.821,0,0.585,0.367,104.966,0.602,9,1,261173
"8705",8705,"03 Greedo","God Level","Dibiase","rap",2018,24,0.0764,0.686,0.539,0,0.0787,0.121,180.071,0.627,6,1,242390
"8706",8706,"The Game","LAX","Cali Sunshine","rap",2008,39,0.162,0.62,0.868,0,0.361,0.318,79.331,0.545,1,0,273173
"8707",8707,"2Pac","Loyal To The Game","Loyal To The Game - DJ Quik Remix (Explicit)","rap",2004,37,0.24,0.762,0.64,0,0.0918,0.32,75.357,0.548,9,1,260853
"8709",8709,"Jay Rock","King's Dead (with Kendrick Lamar, Future & James Blake)","King's Dead (with Kendrick Lamar, Future & James Blake)","rap",2018,72,0.000813,0.645,0.705,0,0.128,0.299,137.133,0.376,1,1,229670
"8710",8710,"Nipsey Hussle","Victory Lap","Double Up (feat. Belly and Dom Kennedy)","rap",2018,67,0.0544,0.604,0.436,0.000242,0.162,0.188,107.978,0.239,2,1,361280
"8711",8711,"Freestyle Fellowship","To Whom It May Concern","Sunshine Men","rap",1999,35,0.111,0.815,0.466,0,0.11,0.423,93.758,0.599,6,0,273842
"8712",8712,"Quasimoto","The Further Adventures of Lord Quas","1994","rap",2005,0,0.00095,0.838,0.675,0,0.215,0.19,105.232,0.597,11,1,142333
"8713",8713,"The Pharcyde","Labcabincalifornia (Deluxe Edition)","Runnin'","rap",1995,63,0.0287,0.754,0.785,0.00144,0.319,0.18,94.123,0.821,10,0,296267
"8714",8714,"Jurassic 5","Quality Control","Lausd","rap",2000,27,0.158,0.925,0.775,0,0.658,0.223,94.748,0.724,10,0,247907
"8715",8715,"The Game","Doctor's Advocate","Let's Ride","rap",2006,55,0.169,0.878,0.739,0,0.119,0.189,93.601,0.824,5,1,237680
"8716",8716,"Xzibit","40 Dayz & 40 Nightz","Los Angeles Times","rap",1999,24,0.105,0.852,0.721,0,0.596,0.44,92.405,0.899,1,1,263133
"8717",8717,"2Pac","All Eyez On Me","2 Of Amerikaz Most Wanted","rap",1996,0,0.0253,0.856,0.904,3.16e-05,0.0537,0.139,99.247,0.855,8,1,246533
"8718",8718,"Eazy-E","Eazy-Duz-It","Eazy-er Said Than Dunn","rap",1988,50,0.0137,0.866,0.818,0,0.132,0.26,103.332,0.747,8,0,219947
"8719",8719,"Mack 10","Best Of Mack 10","Nothin' But The Cavi Hit","rap",2007,56,0.0247,0.852,0.741,0.00106,0.0974,0.134,97.894,0.535,1,0,241360
"8720",8720,"ScHoolboy Q","CrasH Talk","Numb Numb Juice","rap",2019,67,0.00172,0.885,0.492,7.79e-05,0.081,0.367,156.958,0.203,1,1,107147
"8721",8721,"Drakeo the Ruler","So Cold I Do Em","Impatient Freestyle","rap",2017,56,0.239,0.802,0.317,1.44e-05,0.214,0.394,93.519,0.433,2,1,238054
"8722",8722,"Pac Div","The Div","Posted","rap",2011,0,0.0229,0.656,0.729,0,0.12,0.205,72.418,0.0855,5,1,188690
"8724",8724,"Tha Eastsidaz","Duces 'N Trayz: The Old Fashioned Way","I Luv It (feat. Kokane, Sir Dogg & Snoopy Collins)","rap",2001,47,0.0181,0.889,0.713,0,0.0715,0.228,102.028,0.436,1,1,298493
"8727",8727,"MC Eiht","The Best of MC Eiht","Straight Up Menace","rap",2010,55,0.00138,0.756,0.53,0.00701,0.323,0.142,79.855,0.524,7,1,274307
"8728",8728,"Murs & 9th Wonder","Fornever","I Used To Love Her (Again)","rap",2010,20,0.0986,0.512,0.557,0,0.364,0.324,82.996,0.291,10,1,376640
"8729",8729,"Abstract Rude","AyeM Ray-Dio","Beat Streaming","rap",2017,0,0.491,0.749,0.537,0.0096,0.352,0.32,142.55,0.606,7,1,214016
"8730",8730,"MED","The Burgundy - EP","Burgundy Whip - Instrumental","rap",2013,18,0.0423,0.733,0.525,0.876,0.124,0.0671,95.099,0.568,11,0,160904
"8731",8731,"Freddie Gibbs","Piñata","Lakers (feat. Ab-Soul, Polyester the Saint)","rap",2014,43,0.0107,0.514,0.731,1.79e-06,0.597,0.139,85.73,0.504,6,0,270507
"8732",8732,"Dr. Dre","The Chronic","Let Me Ride","rap",1992,64,0.127,0.731,0.818,0.00636,0.233,0.182,92.29,0.862,7,1,261293
"8733",8733,"People Under The Stairs","Acid Raindrops","Montego Slay","rap",2002,55,0.116,0.885,0.551,0.00864,0.0736,0.24,96.1,0.66,1,1,238421
"8734",8734,"Pastor Troy","By Any Means Necessary","Off The Chain","rap",2004,9,0.00792,0.7,0.885,0,0.0966,0.0819,97.478,0.603,7,1,254413
"8735",8735,"Pastor Troy","By Any Means Necessary","Representin","rap",2004,12,0.00716,0.898,0.898,0,0.195,0.143,149.01,0.845,7,1,200293
"8736",8736,"Pastor Troy","Face Off","No Mo Play In GA","rap",2001,44,0.00923,0.803,0.918,0,0.104,0.19,146.109,0.95,1,1,279760
"8738",8738,"JUVENILE","Nolia Clap","Nolia Clap","rap",2013,11,0.1,0.699,0.941,0,0.281,0.425,80.449,0.903,1,1,270373
"8739",8739,"Ying Yang Twins","Legendary Status: Ying Yang Twins Greatest Hits","Whats Happnin! (Feat. Trick Daddy)","rap",2009,35,0.0988,0.828,0.672,0,0.391,0.0543,107.996,0.776,6,1,259733
"8740",8740,"Trick Daddy","1990 Until...","Represent","rap",2014,40,0.00353,0.774,0.702,0.000784,0.11,0.101,109.917,0.461,7,0,220720
"8741",8741,"Trick Daddy","Thug Holiday","Thug Holiday","rap",2002,44,0.372,0.767,0.654,0,0.147,0.289,138.062,0.546,1,0,294067
"8742",8742,"David Banner","Get Like Me","Get Like Me","rap",2008,26,0.00331,0.938,0.743,0,0.249,0.376,117.624,0.697,1,1,226400
"8743",8743,"Lil Scrappy","Head Bussa","Head Bussa (feat. Lil' Jon)","rap",2003,42,0.00166,0.819,0.845,0,0.0492,0.089,78.02,0.611,4,1,236565
"8744",8744,"Trillville","Neva Eva","Neva Eva (feat. Lil' Scrappy & Lil' Jon)","rap",2003,47,0.0192,0.777,0.81,0,0.0861,0.0462,78.021,0.787,7,1,276320
"8745",8745,"Crime Mob","Crime Mob (U.S. PA Version)","Stilettos (Pumps)","rap",2004,43,0.524,0.874,0.678,6.72e-05,0.0842,0.386,77.502,0.751,11,0,202560
"8746",8746,"Crime Mob","Crime Mob (U.S. PA Version)","I'll Beat Yo Azz","rap",2004,30,0.14,0.782,0.967,0,0.35,0.208,150.079,0.849,10,0,205880
"8747",8747,"Hurricane Chris","A Bay Bay","A Bay Bay","rap",2007,53,0.105,0.577,0.668,0,0.0924,0.514,60.709,0.702,6,1,257120
"8748",8748,"D4L","Down For Life","Scotty","rap",2005,42,0.00978,0.622,0.318,0,0.273,0.434,90.985,0.524,0,1,252693
"8749",8749,"D4L","Down For Life","I'm da Man","rap",2005,34,0.00492,0.858,0.604,4.9e-05,0.173,0.0748,155.001,0.63,9,1,247027
"8750",8750,"D4L","Down For Life","Do It Like Me Baby","rap",2005,32,0.248,0.962,0.65,0,0.0846,0.089,130.08,0.742,11,0,209907
"8751",8751,"Three 6 Mafia","Most Known Unknown (New Package-Explicit)","Hard Out Here for a Pimp (feat. Paula Campbell)","rap",2006,47,0.022,0.85,0.705,0.000939,0.0721,0.0616,160.961,0.839,0,1,169187
"8753",8753,"Project Pat","Mista Don't Play: Everythangs Workin'","Don't Save Her (feat. Crunchy Black)","rap",2001,46,0.0181,0.838,0.793,1.49e-06,0.106,0.0773,160.003,0.8,11,0,261933
"8754",8754,"Project Pat","Mista Don't Play 2 Everythangs Money","Twerk It (feat. Ty Dolla $ign, Wiz Khalifa & Wale)","rap",2015,0,0.624,0.818,0.524,0,0.0968,0.0557,94.012,0.569,5,0,227379
"8755",8755,"Smoke","Best Kept Secret","Holla at a Playa","rap",2015,0,0.00898,0.617,0.731,2.27e-05,0.107,0.38,73.667,0.474,1,1,208534
"8756",8756,"T.I.","I'm Serious","Dope Boyz","rap",2001,33,0.03,0.755,0.619,0,0.213,0.225,86.992,0.297,4,0,264840
"8757",8757,"T.I.","I'm Serious","Heavy Chevys (feat. P$C)","rap",2001,23,0.0822,0.772,0.788,0,0.134,0.196,154.161,0.638,10,0,286240
"8758",8758,"T.I.","Trap Muzik","24's","rap",2003,0,0.227,0.739,0.725,0,0.0991,0.203,162.06,0.582,6,1,282907
"8759",8759,"T.I.","Trap Muzik","Be Easy","rap",2003,0,0.00198,0.584,0.732,0,0.116,0.236,155.033,0.361,1,0,198027
"8760",8760,"T.I.","Trap Muzik","Doin' My Job","rap",2003,0,0.00488,0.646,0.852,4.08e-05,0.264,0.215,83.575,0.75,6,0,253253
"8761",8761,"T.I.","Urban Legend","ASAP","rap",2004,0,0.335,0.79,0.645,0,0.405,0.317,158.13,0.583,9,1,284413
"8762",8762,"T.I.","Urban Legend","U Don't Know Me","rap",2004,0,0.0496,0.779,0.66,0,0.0825,0.17,83.914,0.526,1,1,243506
"8763",8763,"T.I.","Urban Legend","Countdown","rap",2004,0,0.0437,0.526,0.812,0,0.593,0.37,110.834,0.561,1,1,295827
"8764",8764,"Ludacris","Chicken - N - Beer","Stand Up","rap",2003,58,0.367,0.751,0.84,0,0.0916,0.349,99.057,0.801,6,1,213760
"8765",8765,"Ludacris","Ludacris Presents...Disturbing Tha Peace","Georgia","rap",2005,46,0.0867,0.611,0.881,0,0.214,0.389,88.976,0.525,0,0,261293
"8766",8766,"Ludacris","Back For The First Time","Get Off Me (Featuring Pastor Troy)","rap",2000,27,0.00848,0.797,0.534,0,0.323,0.373,78.004,0.915,7,1,166080
"8767",8767,"Camoflauge","$trictly 4 Da $treets (Drugs, Sex & Violence, Vol.1)","Fuck Friends","rap",2001,30,0.0678,0.71,0.734,0,0.169,0.0636,95.033,0.156,10,0,241133
"8768",8768,"Black Bill Gates","The Camouflage Collective","Thug Til I Die","rap",2015,0,0.297,0.649,0.594,0,0.318,0.336,150.163,0.511,6,0,250013
"8769",8769,"Camoflauge","$trictly 4 Da $treets (Drugs, Sex & Violence, Vol.1)","Get Up Off Me","rap",2001,13,0.0299,0.754,0.902,0,0.327,0.242,160.117,0.92,9,1,272693
"8770",8770,"Black Bill Gates","The Camouflage Collective","Pure Pain","rap",2015,0,0.0565,0.62,0.874,0,0.324,0.448,88.068,0.384,1,1,238853
"8771",8771,"Lil Jon","We Still Crunk!","Bia' Bia'","rap",2000,34,0.00111,0.796,0.639,0,0.0281,0.138,79.999,0.711,8,1,232411
"8772",8772,"Lil Wayne","Tha Carter II","Money On My Mind","rap",2005,54,0.0127,0.535,0.772,0,0.11,0.37,152.173,0.661,1,0,271573
